2022-10-13 07:29:46.47, 12, 1->2, 16.48, car
2022-10-13 07:30:26.34, 12, 0->2, 9.73, car
2022-10-13 07:30:26.34, 12, 2->0, 7.71, car
2022-10-13 07:30:26.81, 12, 0->2, 9.45, car
2022-10-13 07:30:27.01, 12, 2->0, 9.71, car
2022-10-13 07:30:28.27, 12, 2->0, 7.81, car
2022-10-13 07:30:28.67, 12, 0->2, 9.17, car
2022-10-13 07:30:29.54, 12, 0->2, 9.9, car
2022-10-13 07:30:30.34, 12, 0->2, 9.72, car
2022-10-13 07:30:32.47, 12, 0->2, 8.73, bus_m
2022-10-13 07:30:33.01, 12, 0->2, 9.1, car
2022-10-13 07:30:34.34, 12, 0->2, 10.05, car
2022-10-13 07:30:35.14, 12, 0->2, 10.17, car
2022-10-13 07:30:36.01, 12, 0->2, 10.24, car
2022-10-13 07:30:37.47, 12, 0->2, 10.32, bus_s
2022-10-13 07:30:38.54, 12, 0->2, 10.09, truck_s
2022-10-13 07:30:39.74, 12, 0->2, 10.79, car
2022-10-13 07:30:40.07, 12, 2->0, 8.11, car
2022-10-13 07:30:42.21, 12, 0->2, 9.3, car
2022-10-13 07:30:42.41, 12, 2->0, 9.5, truck_s
2022-10-13 07:30:43.67, 12, 2->3, 12.93, car
2022-10-13 07:30:43.87, 12, 0->2, 9.71, truck_s
2022-10-13 07:30:43.94, 12, 2->0, 9.0, car
2022-10-13 07:30:45.01, 12, 0->2, 10.54, car
2022-10-13 07:30:45.34, 12, 2->0, 9.31, car
2022-10-13 07:30:45.47, 12, 0->2, 9.0, car
2022-10-13 07:30:45.67, 12, 0->2, 11.51, car
2022-10-13 07:30:46.21, 12, 2->0, 8.11, car
2022-10-13 07:30:47.47, 12, 0->2, 11.03, car
2022-10-13 07:30:47.87, 12, 2->0, 11.35, bus_m
2022-10-13 07:30:49.41, 12, 0->2, 11.15, car
2022-10-13 07:30:49.67, 12, 2->0, 10.19, car
2022-10-13 07:30:50.54, 12, 0->2, 11.2, car
2022-10-13 07:30:50.94, 12, 0->2, 12.23, truck_s
2022-10-13 07:30:51.94, 12, 2->0, 9.34, car
2022-10-13 07:30:52.01, 12, 0->2, 11.81, car
2022-10-13 07:30:52.87, 12, 2->0, 9.13, car
2022-10-13 07:30:53.47, 12, 0->2, 11.65, car
2022-10-13 07:30:54.81, 12, 0->2, 12.54, truck_s
2022-10-13 07:30:56.41, 12, 0->2, 11.66, car
2022-10-13 07:30:57.41, 12, 2->0, 9.13, car
2022-10-13 07:30:58.01, 12, 0->2, 11.04, car
2022-10-13 07:30:58.61, 12, 2->0, 9.55, bus_m
2022-10-13 07:30:59.54, 12, 0->2, 10.35, car
2022-10-13 07:30:59.61, 12, 1->2, 7.92, car
2022-10-13 07:31:01.14, 12, 0->2, 10.25, car
2022-10-13 07:31:01.87, 12, 0->2, 5.59, car
2022-10-13 07:31:01.87, 12, 2->0, 13.47, bus_m
2022-10-13 07:31:02.61, 12, 0->2, 10.47, car
2022-10-13 07:31:03.94, 12, 0->2, 5.87, car
2022-10-13 07:31:06.14, 12, 1->2, 16.29, car
2022-10-13 07:31:07.94, 12, 0->3, 13.7, car
2022-10-13 07:31:08.01, 12, 2->1, 10.37, truck_s
2022-10-13 07:31:09.74, 12, 1->2, 21.37, car
2022-10-13 07:31:10.07, 12, 0->3, 16.73, car
2022-10-13 07:31:10.74, 12, 2->1, 8.78, car
2022-10-13 07:31:11.27, 12, 2->1, 6.13, truck_s
2022-10-13 07:31:11.94, 12, 1->2, 18.64, car
2022-10-13 07:31:12.67, 12, 0->3, 21.06, car
2022-10-13 07:31:12.87, 12, 2->1, 6.09, car
2022-10-13 07:31:15.61, 12, 2->1, 7.89, truck_s
2022-10-13 07:31:19.14, 12, 2->1, 8.84, car
2022-10-13 07:31:19.34, 12, 0->3, 9.46, bus_m
2022-10-13 07:31:19.54, 12, 1->2, 9.5, truck_s
2022-10-13 07:31:21.01, 12, 2->1, 4.46, bus_m
2022-10-13 07:31:24.07, 12, 0->3, 12.5, bus_s
2022-10-13 07:31:24.61, 12, 1->2, 20.8, car
2022-10-13 07:31:26.14, 12, 0->3, 14.92, truck_s
2022-10-13 07:31:27.01, 12, 1->2, 21.16, car
2022-10-13 07:31:28.27, 12, 0->3, 14.2, car
2022-10-13 07:31:30.01, 12, 0->3, 14.42, car
2022-10-13 07:31:31.34, 12, 1->2, 31.13, car
2022-10-13 07:31:31.87, 12, 0->3, 10.49, car
2022-10-13 07:31:35.34, 12, 1->2, 11.94, car
2022-10-13 07:31:38.87, 12, 3->1, 8.46, car
2022-10-13 07:31:39.47, 12, 1->3, 5.96, car
2022-10-13 07:31:39.74, 12, 3->0, 23.8, car
2022-10-13 07:31:40.81, 12, 1->3, 6.81, car
2022-10-13 07:31:41.07, 12, 3->1, 7.79, car
2022-10-13 07:31:41.61, 12, 1->3, 6.74, car
2022-10-13 07:31:43.54, 12, 1->3, 6.36, car
2022-10-13 07:31:44.67, 12, 1->2, 10.85, car
2022-10-13 07:31:44.67, 12, 1->3, 7.21, car
2022-10-13 07:31:44.87, 12, 3->1, 7.25, truck_s
2022-10-13 07:31:44.94, 12, 1->3, 6.09, car
2022-10-13 07:31:45.47, 12, 3->1, 8.74, car
2022-10-13 07:31:46.27, 12, 1->3, 6.78, car
2022-10-13 07:31:47.33, 12, 1->3, 7.1, car
2022-10-13 07:31:48.00, 12, 3->1, 8.65, car
2022-10-13 07:31:48.67, 12, 1->2, 6.66, car
2022-10-13 07:31:49.27, 12, 3->1, 8.26, car
2022-10-13 07:31:49.60, 12, 1->3, 6.57, car
2022-10-13 07:31:50.87, 12, 1->3, 6.92, car
2022-10-13 07:31:51.07, 12, 3->1, 8.23, car
2022-10-13 07:31:52.13, 12, 3->1, 9.41, car
2022-10-13 07:31:52.47, 12, 1->3, 6.7, car
2022-10-13 07:31:54.47, 12, 1->3, 6.35, car
2022-10-13 07:31:54.67, 12, 1->3, 6.37, car
2022-10-13 07:31:55.07, 12, 1->2, 18.08, car
2022-10-13 07:31:56.33, 12, 1->3, 6.23, car
2022-10-13 07:31:56.80, 12, 3->1, 7.01, car
2022-10-13 07:31:58.13, 12, 3->1, 7.09, truck_s
2022-10-13 07:31:58.33, 12, 1->3, 6.01, car
2022-10-13 07:31:59.33, 12, 1->3, 6.07, car
2022-10-13 07:31:59.60, 12, 3->1, 7.7, car
2022-10-13 07:32:00.27, 12, 1->3, 5.66, car
2022-10-13 07:32:02.13, 12, 1->2, 28.54, car
2022-10-13 07:32:02.20, 12, 1->3, 5.51, car
2022-10-13 07:32:04.00, 12, 1->3, 6.04, car
2022-10-13 07:32:05.73, 12, 1->3, 6.09, car
2022-10-13 07:32:07.47, 12, 1->3, 6.26, car
2022-10-13 07:32:15.40, 12, 1->0, 20.62, car
2022-10-13 07:32:17.33, 12, 3->2, 6.95, car
2022-10-13 07:32:18.73, 12, 1->0, 8.08, car
2022-10-13 07:32:18.93, 12, 3->2, 8.71, car
2022-10-13 07:32:20.93, 12, 1->0, 7.96, car
2022-10-13 07:32:21.67, 12, 1->2, 16.74, bus_m
2022-10-13 07:32:22.93, 12, 1->0, 8.21, car
2022-10-13 07:32:25.93, 12, 1->0, 8.03, car
2022-10-13 07:32:28.47, 12, 3->2, 8.29, car
2022-10-13 07:32:32.80, 12, 3->2, 5.79, truck_s
2022-10-13 07:32:39.53, 12, 0->2, 12.67, car
2022-10-13 07:32:40.93, 12, 0->2, 9.0, car
2022-10-13 07:32:41.07, 12, 2->0, 6.3, car
2022-10-13 07:32:42.27, 12, 2->3, 7.52, car
2022-10-13 07:32:42.87, 12, 0->2, 9.23, car
2022-10-13 07:32:43.80, 12, 0->2, 9.69, car
2022-10-13 07:32:45.13, 12, 0->2, 10.61, car
2022-10-13 07:32:46.07, 12, 0->2, 8.82, car
2022-10-13 07:32:46.73, 12, 0->2, 5.76, bus_m
2022-10-13 07:32:48.07, 12, 0->2, 9.5, car
2022-10-13 07:32:48.53, 12, 0->2, 11.38, car
2022-10-13 07:32:50.33, 12, 0->2, 8.09, car
2022-10-13 07:32:50.93, 12, 0->2, 4.46, bus_m
2022-10-13 07:32:51.67, 12, 0->2, 8.05, car
2022-10-13 07:32:52.73, 12, 0->2, 9.18, car
2022-10-13 07:32:53.07, 12, 0->2, 10.6, car
2022-10-13 07:32:53.33, 12, 0->2, 6.42, bus_m
2022-10-13 07:32:57.20, 12, 0->2, 7.25, bus_m
2022-10-13 07:32:57.73, 12, 0->2, 9.74, car
2022-10-13 07:32:57.80, 12, 0->2, 10.63, car
2022-10-13 07:32:59.67, 12, 0->2, 10.27, car
2022-10-13 07:33:00.13, 12, 0->2, 7.66, bus_m
2022-10-13 07:33:00.87, 12, 0->2, 10.8, car
2022-10-13 07:33:02.53, 12, 0->2, 10.04, truck_s
2022-10-13 07:33:02.87, 12, 0->2, 10.27, car
2022-10-13 07:33:03.93, 12, 2->0, 7.22, car
2022-10-13 07:33:04.47, 12, 0->2, 9.85, car
2022-10-13 07:33:05.13, 12, 2->0, 7.6, car
2022-10-13 07:33:05.53, 12, 0->2, 10.43, car
2022-10-13 07:33:07.00, 12, 2->0, 7.89, bus_m
2022-10-13 07:33:07.20, 12, 0->2, 10.32, car
2022-10-13 07:33:07.60, 12, 0->2, 10.11, car
2022-10-13 07:33:08.13, 12, 0->2, 10.54, car
2022-10-13 07:33:09.20, 12, 2->0, 8.69, car
2022-10-13 07:33:09.53, 12, 2->0, 8.32, car
2022-10-13 07:33:10.60, 12, 0->2, 9.15, car
2022-10-13 07:33:11.07, 12, 0->2, 10.02, truck_s
2022-10-13 07:33:11.60, 12, 2->0, 8.48, car
2022-10-13 07:33:12.13, 12, 2->0, 8.56, car
2022-10-13 07:33:12.33, 12, 0->2, 9.05, car
2022-10-13 07:33:13.33, 12, 2->0, 7.63, car
2022-10-13 07:33:14.27, 12, 2->0, 6.78, bus_m
2022-10-13 07:33:15.33, 12, 0->2, 10.28, car
2022-10-13 07:33:15.60, 12, 2->0, 8.05, car
2022-10-13 07:33:16.27, 12, 0->2, 10.75, car
2022-10-13 07:33:16.93, 12, 2->0, 7.73, bus_m
2022-10-13 07:33:17.27, 12, 0->2, 10.72, car
2022-10-13 07:33:17.33, 12, 0->2, 10.02, car
2022-10-13 07:33:19.07, 12, 0->2, 9.49, car
2022-10-13 07:33:19.40, 12, 0->2, 10.28, car
2022-10-13 07:33:20.07, 12, 0->2, 10.4, bus_m
2022-10-13 07:33:20.73, 12, 0->2, 9.21, car
2022-10-13 07:33:21.80, 12, 0->2, 13.07, car
2022-10-13 07:33:24.07, 12, 1->2, 18.13, car
2022-10-13 07:33:24.40, 12, 0->2, 8.41, bus_m
2022-10-13 07:33:25.53, 12, 0->2, 8.65, car
2022-10-13 07:33:26.67, 12, 2->0, 8.23, car
2022-10-13 07:33:26.73, 12, 0->2, 7.82, car
2022-10-13 07:33:28.27, 12, 2->0, 8.83, car
2022-10-13 07:33:28.40, 12, 0->2, 8.88, car
2022-10-13 07:33:28.73, 12, 0->2, 8.02, car
2022-10-13 07:33:30.13, 12, 0->2, 9.64, car
2022-10-13 07:33:30.93, 12, 1->2, 25.09, car
2022-10-13 07:33:32.80, 12, 0->2, 9.39, truck_s
2022-10-13 07:33:34.53, 12, 0->2, 10.01, car
2022-10-13 07:33:35.67, 12, 0->2, 7.52, car
2022-10-13 07:33:35.87, 12, 0->2, 9.09, bus_m
2022-10-13 07:33:36.60, 12, 0->2, 9.24, car
2022-10-13 07:33:37.93, 12, 0->2, 10.06, car
2022-10-13 07:33:38.27, 12, 0->2, 8.56, car
2022-10-13 07:33:39.27, 12, 0->2, 9.9, car
2022-10-13 07:33:39.60, 12, 0->2, 11.28, car
2022-10-13 07:33:41.00, 12, 1->2, 26.34, truck_s
2022-10-13 07:33:41.27, 12, 0->2, 11.65, truck_s
2022-10-13 07:33:43.00, 12, 0->2, 10.27, car
2022-10-13 07:33:44.20, 12, 0->2, 9.12, truck_s
2022-10-13 07:33:44.60, 12, 0->2, 11.74, car
2022-10-13 07:33:46.03, 12, 2->0, 9.29, car
2022-10-13 07:33:46.49, 12, 0->2, 11.46, car
2022-10-13 07:33:46.49, 12, 0->2, 8.65, car
2022-10-13 07:33:47.69, 12, 0->2, 8.6, car
2022-10-13 07:33:49.43, 12, 0->2, 10.66, car
2022-10-13 07:33:49.43, 12, 0->2, 8.87, car
2022-10-13 07:33:50.29, 12, 0->2, 11.92, car
2022-10-13 07:33:52.16, 12, 1->2, 17.92, car
2022-10-13 07:33:55.29, 12, 1->2, 17.47, car
2022-10-13 07:33:56.96, 12, 1->2, 47.93, truck_s
2022-10-13 07:33:57.56, 12, 0->3, 14.72, car
2022-10-13 07:33:58.76, 12, 2->1, 8.1, car
2022-10-13 07:33:59.16, 12, 0->3, 16.19, truck_s
2022-10-13 07:33:59.89, 12, 2->1, 4.64, truck_s
2022-10-13 07:34:01.03, 12, 2->1, 8.59, car
2022-10-13 07:34:01.29, 12, 0->3, 14.45, car
2022-10-13 07:34:01.29, 12, 2->1, 4.78, car
2022-10-13 07:34:02.69, 12, 2->1, 9.15, car
2022-10-13 07:34:04.29, 12, 2->1, 5.71, car
2022-10-13 07:34:04.36, 12, 2->1, 8.87, car
2022-10-13 07:34:04.69, 12, 1->2, 34.34, truck_s
2022-10-13 07:34:06.43, 12, 2->0, 6.35, car
2022-10-13 07:34:07.09, 12, 2->1, 7.96, car
2022-10-13 07:34:07.83, 12, 1->2, 22.1, car
2022-10-13 07:34:08.16, 12, 0->3, 9.16, bus_m
2022-10-13 07:34:10.03, 12, 2->1, 6.92, car
2022-10-13 07:34:10.83, 12, 0->3, 10.06, car
2022-10-13 07:34:12.29, 12, 0->3, 10.83, car
2022-10-13 07:34:12.96, 12, 1->2, 39.83, car
2022-10-13 07:34:13.16, 12, 2->1, 6.56, bus_m
2022-10-13 07:34:14.29, 12, 0->3, 9.36, car
2022-10-13 07:34:14.36, 12, 1->2, 18.48, car
2022-10-13 07:34:16.03, 12, 0->3, 10.57, car
2022-10-13 07:34:18.03, 12, 0->3, 9.55, car
2022-10-13 07:34:19.83, 12, 0->3, 9.52, car
2022-10-13 07:34:29.03, 12, 3->1, 7.51, car
2022-10-13 07:34:29.16, 12, 1->3, 7.11, car
2022-10-13 07:34:29.56, 12, 1->3, 6.32, truck_s
2022-10-13 07:34:31.03, 12, 1->3, 6.62, car
2022-10-13 07:34:31.03, 12, 3->1, 5.66, car
2022-10-13 07:34:31.76, 12, 3->1, 7.65, truck_s
2022-10-13 07:34:32.23, 12, 3->0, 20.02, car
2022-10-13 07:34:33.76, 12, 1->3, 5.75, car
2022-10-13 07:34:34.83, 12, 3->1, 8.08, car
2022-10-13 07:34:35.63, 12, 1->3, 7.15, truck_s
2022-10-13 07:34:36.56, 12, 1->3, 6.99, truck_s
2022-10-13 07:34:36.89, 12, 3->1, 8.67, car
2022-10-13 07:34:38.36, 12, 1->3, 7.99, car
2022-10-13 07:34:38.56, 12, 3->1, 8.72, car
2022-10-13 07:34:39.16, 12, 1->3, 7.05, truck_s
2022-10-13 07:34:42.49, 12, 1->3, 6.76, car
2022-10-13 07:34:45.16, 12, 3->1, 6.86, truck_m
2022-10-13 07:35:04.55, 12, 1->2, 11.55, car
2022-10-13 07:35:08.02, 12, 3->2, 5.47, car
2022-10-13 07:35:09.75, 12, 1->0, 5.91, car
2022-10-13 07:35:10.49, 12, 3->2, 6.15, car
2022-10-13 07:35:11.22, 12, 1->0, 6.35, car
2022-10-13 07:35:12.15, 12, 3->2, 6.58, car
2022-10-13 07:35:12.62, 12, 1->0, 7.05, car
2022-10-13 07:35:15.15, 12, 3->2, 8.17, bus_m
2022-10-13 07:35:20.42, 12, 3->2, 6.75, car
2022-10-13 07:35:22.15, 12, 3->2, 9.69, truck_s
2022-10-13 07:35:32.49, 12, 2->0, 6.04, car
2022-10-13 07:35:33.09, 12, 2->0, 6.83, truck_s
2022-10-13 07:35:34.22, 12, 0->2, 10.77, car
2022-10-13 07:35:35.15, 12, 0->2, 9.01, car
2022-10-13 07:35:35.89, 12, 0->2, 10.14, car
2022-10-13 07:35:37.89, 12, 0->2, 11.53, car
2022-10-13 07:35:37.89, 12, 0->2, 8.75, car
2022-10-13 07:35:39.62, 12, 0->2, 10.27, car
2022-10-13 07:35:39.62, 12, 0->2, 8.61, car
2022-10-13 07:35:39.89, 12, 0->2, 4.75, bus_m
2022-10-13 07:35:43.22, 12, 0->2, 8.35, car
2022-10-13 07:35:43.35, 12, 0->2, 8.41, car
2022-10-13 07:35:43.75, 12, 0->2, 4.94, bus_m
2022-10-13 07:35:44.35, 12, 0->2, 9.65, car
2022-10-13 07:35:45.15, 12, 0->2, 8.19, car
2022-10-13 07:35:46.42, 12, 0->2, 3.87, bus_m
2022-10-13 07:35:47.22, 12, 0->2, 8.33, truck_s
2022-10-13 07:35:48.35, 12, 0->2, 9.55, car
2022-10-13 07:35:48.82, 12, 0->2, 8.36, car
2022-10-13 07:35:49.69, 12, 0->2, 4.26, bus_m
2022-10-13 07:35:50.02, 12, 0->2, 9.4, car
2022-10-13 07:35:50.82, 12, 0->2, 9.32, car
2022-10-13 07:35:52.22, 12, 2->0, 8.35, car
2022-10-13 07:35:53.02, 12, 0->2, 9.42, car
2022-10-13 07:35:53.75, 12, 0->2, 9.98, car
2022-10-13 07:35:54.09, 12, 2->0, 8.58, car
2022-10-13 07:35:55.02, 12, 0->2, 10.63, car
2022-10-13 07:35:55.35, 12, 0->2, 9.98, car
2022-10-13 07:35:56.02, 12, 3->0, 17.44, truck_m
2022-10-13 07:35:56.89, 12, 0->2, 11.62, car
2022-10-13 07:35:57.95, 12, 2->0, 8.32, car
2022-10-13 07:35:58.62, 12, 0->2, 9.93, truck_s
2022-10-13 07:35:59.15, 12, 2->0, 7.46, car
2022-10-13 07:36:00.42, 12, 2->0, 8.72, truck_s
2022-10-13 07:36:00.62, 12, 0->2, 9.63, car
2022-10-13 07:36:00.82, 12, 0->2, 9.61, car
2022-10-13 07:36:01.35, 12, 2->3, 9.74, car
2022-10-13 07:36:01.62, 12, 0->2, 10.32, car
2022-10-13 07:36:02.15, 12, 0->2, 9.7, car
2022-10-13 07:36:02.15, 12, 2->0, 7.29, bus_m
2022-10-13 07:36:03.49, 12, 2->0, 8.07, car
2022-10-13 07:36:04.09, 12, 0->2, 9.08, truck_s
2022-10-13 07:36:04.35, 12, 0->2, 9.98, car
2022-10-13 07:36:05.29, 12, 2->0, 8.59, car
2022-10-13 07:36:05.42, 12, 0->2, 9.42, car
2022-10-13 07:36:07.22, 12, 0->2, 9.3, truck_s
2022-10-13 07:36:08.29, 12, 0->2, 9.16, car
2022-10-13 07:36:08.89, 12, 2->0, 8.19, car
2022-10-13 07:36:09.69, 12, 0->2, 10.96, car
2022-10-13 07:36:10.02, 12, 2->0, 8.92, car
2022-10-13 07:36:10.89, 12, 0->2, 8.32, car
2022-10-13 07:36:11.35, 12, 2->0, 7.92, car
2022-10-13 07:36:12.42, 12, 0->2, 9.97, car
2022-10-13 07:36:13.09, 12, 0->2, 9.63, car
2022-10-13 07:36:13.15, 12, 0->2, 11.58, car
2022-10-13 07:36:14.35, 12, 0->2, 10.0, bus_m
2022-10-13 07:36:14.55, 12, 0->2, 10.75, car
2022-10-13 07:36:15.29, 12, 0->2, 10.75, car
2022-10-13 07:36:16.69, 12, 0->2, 10.05, car
2022-10-13 07:36:17.55, 12, 0->2, 9.54, bus_m
2022-10-13 07:36:17.89, 12, 0->2, 11.13, car
2022-10-13 07:36:18.49, 12, 0->2, 9.72, car
2022-10-13 07:36:20.42, 12, 0->2, 8.99, car
2022-10-13 07:36:20.49, 12, 0->2, 10.4, car
2022-10-13 07:36:22.22, 12, 0->2, 9.91, truck_s
2022-10-13 07:36:22.35, 12, 0->2, 8.95, car
2022-10-13 07:36:23.49, 12, 0->2, 9.7, bus_m
2022-10-13 07:36:23.82, 12, 0->2, 10.59, car
2022-10-13 07:36:25.95, 12, 0->2, 10.27, car
2022-10-13 07:36:27.62, 12, 0->2, 11.07, car
2022-10-13 07:36:28.35, 12, 0->2, 11.05, bus_m
2022-10-13 07:36:29.35, 12, 0->2, 9.43, truck_s
2022-10-13 07:36:31.75, 12, 0->2, 9.58, car
2022-10-13 07:36:31.95, 12, 2->0, 8.7, car
2022-10-13 07:36:32.09, 12, 0->2, 11.4, truck_s
2022-10-13 07:36:32.62, 12, 0->2, 9.68, car
2022-10-13 07:36:34.69, 12, 0->2, 10.69, car
2022-10-13 07:36:34.89, 12, 2->0, 8.17, bus_s
2022-10-13 07:36:35.95, 12, 0->2, 11.47, car
2022-10-13 07:36:37.29, 12, 2->0, 8.58, car
2022-10-13 07:36:37.62, 12, 0->2, 12.03, car
2022-10-13 07:36:38.35, 12, 0->2, 10.31, car
2022-10-13 07:36:39.49, 12, 0->2, 11.82, car
2022-10-13 07:36:39.75, 12, 0->2, 11.33, car
2022-10-13 07:36:41.29, 12, 0->2, 12.04, car
2022-10-13 07:36:42.89, 12, 0->2, 10.7, car
2022-10-13 07:36:47.89, 12, 1->2, 13.99, bus_m
2022-10-13 07:36:48.22, 12, 2->1, 9.2, car
2022-10-13 07:36:49.15, 12, 2->1, 7.51, car
2022-10-13 07:36:49.55, 12, 0->3, 14.74, car
2022-10-13 07:36:49.95, 12, 1->2, 23.27, car
2022-10-13 07:36:51.35, 12, 2->1, 8.24, bus_m
2022-10-13 07:36:52.22, 12, 0->3, 11.57, car
2022-10-13 07:36:53.55, 12, 2->1, 5.57, car
2022-10-13 07:36:54.35, 12, 0->3, 21.57, truck_s
2022-10-13 07:36:54.82, 12, 2->0, 5.94, truck_s
2022-10-13 07:36:55.35, 12, 1->2, 26.61, car
2022-10-13 07:36:55.82, 12, 2->1, 7.11, car
2022-10-13 07:36:56.81, 12, 0->3, 18.78, car
2022-10-13 07:36:58.08, 12, 1->2, 21.51, car
2022-10-13 07:36:58.75, 12, 2->1, 9.12, car
2022-10-13 07:36:59.28, 12, 2->1, 5.73, bus_m
2022-10-13 07:37:00.61, 12, 1->2, 20.34, car
2022-10-13 07:37:01.15, 12, 0->3, 11.73, truck_s
2022-10-13 07:37:02.08, 12, 2->1, 9.81, car
2022-10-13 07:37:02.75, 12, 0->3, 10.83, car
2022-10-13 07:37:03.35, 12, 2->1, 5.88, car
2022-10-13 07:37:03.81, 12, 1->2, 25.09, car
2022-10-13 07:37:04.01, 12, 0->3, 12.88, car
2022-10-13 07:37:05.35, 12, 2->1, 6.87, car
2022-10-13 07:37:05.48, 12, 1->2, 25.34, car
2022-10-13 07:37:06.01, 12, 0->3, 14.84, car
2022-10-13 07:37:07.61, 12, 1->2, 20.1, car
2022-10-13 07:37:09.21, 12, 1->2, 24.26, car
2022-10-13 07:37:09.21, 12, 2->0, 7.37, car
2022-10-13 07:37:12.21, 12, 1->2, 18.45, car
2022-10-13 07:37:13.61, 12, 0->3, 14.15, car
2022-10-13 07:37:18.81, 12, 1->2, 5.72, car
2022-10-13 07:37:19.21, 12, 1->3, 6.89, car
2022-10-13 07:37:19.95, 12, 1->3, 7.04, car
2022-10-13 07:37:20.28, 12, 3->1, 7.54, car
2022-10-13 07:37:20.61, 12, 3->1, 7.28, car
2022-10-13 07:37:21.81, 12, 3->1, 7.59, car
2022-10-13 07:37:23.21, 12, 1->3, 5.13, truck_s
2022-10-13 07:37:25.28, 12, 1->3, 5.64, bus_m
2022-10-13 07:37:26.35, 12, 1->3, 5.74, car
2022-10-13 07:37:28.01, 12, 1->3, 5.28, car
2022-10-13 07:37:28.08, 12, 1->3, 6.07, car
2022-10-13 07:37:29.15, 12, 3->1, 7.09, truck_s
2022-10-13 07:37:31.21, 12, 1->3, 6.24, bus_m
2022-10-13 07:37:32.81, 12, 1->3, 6.47, car
2022-10-13 07:37:33.81, 12, 1->3, 6.61, truck_s
2022-10-13 07:37:35.88, 12, 1->3, 5.67, car
2022-10-13 07:37:37.15, 12, 1->3, 6.5, car
2022-10-13 07:37:39.88, 12, 3->1, 8.98, bus_m
2022-10-13 07:37:39.95, 12, 1->3, 5.1, truck_s
2022-10-13 07:37:42.21, 12, 1->3, 4.83, car
2022-10-13 07:37:44.75, 12, 1->3, 4.04, car
2022-10-13 07:37:53.15, 12, 3->2, 6.05, car
2022-10-13 07:37:54.21, 12, 1->2, 15.84, car
2022-10-13 07:37:57.15, 12, 1->0, 8.01, car
2022-10-13 07:37:57.28, 12, 1->2, 26.18, truck_s
2022-10-13 07:37:57.55, 12, 3->2, 5.23, car
2022-10-13 07:37:58.95, 12, 3->2, 5.82, car
2022-10-13 07:37:59.81, 12, 1->0, 8.34, car
2022-10-13 07:38:00.21, 12, 1->2, 18.24, car
2022-10-13 07:38:02.81, 12, 3->2, 5.5, car
2022-10-13 07:38:04.48, 12, 1->0, 5.41, truck_s
2022-10-13 07:38:04.48, 12, 3->2, 6.28, truck_s
2022-10-13 07:38:05.95, 12, 1->0, 6.29, car
2022-10-13 07:38:07.01, 12, 3->2, 9.02, car
2022-10-13 07:38:07.35, 12, 1->0, 6.58, car
2022-10-13 07:38:08.35, 12, 1->2, 9.0, car
2022-10-13 07:38:09.21, 12, 1->0, 6.55, car
2022-10-13 07:38:10.81, 12, 1->0, 6.41, car
2022-10-13 07:38:11.41, 12, 1->2, 20.9, car
