2022-10-06 07:28:11.98, 19, 0->1, 4.31, car
2022-10-06 07:35:36.85, 19, 4->2, 12.48, car
2022-10-06 07:35:37.02, 19, 2->3, 4.19, car
2022-10-06 07:35:37.62, 19, 0->1, 3.65, car
2022-10-06 07:35:38.45, 19, 0->1, 4.11, car
2022-10-06 07:35:38.92, 19, 0->1, 4.16, car
2022-10-06 07:35:39.35, 19, 2->3, 4.48, car
2022-10-06 07:35:40.15, 19, 0->1, 2.58, car
2022-10-06 07:35:40.62, 19, 0->1, 4.59, car
2022-10-06 07:35:44.79, 19, 4->2, 16.67, car
2022-10-06 07:35:45.45, 19, 4->3, 2.73, car
2022-10-06 07:35:46.95, 19, 4->2, 14.75, car
2022-10-06 07:35:47.49, 19, 2->3, 4.19, car
2022-10-06 07:35:54.19, 19, 4->2, 13.75, car
2022-10-06 07:35:55.72, 19, 0->1, 2.72, car
2022-10-06 07:36:08.29, 19, 0->1, 3.81, bus_m
2022-10-06 07:36:09.42, 19, 4->2, 13.52, bus_m
2022-10-06 07:36:12.82, 19, 2->3, 3.02, bus_m
2022-10-06 07:36:13.75, 19, 4->2, 14.35, car
2022-10-06 07:36:16.85, 19, 4->2, 13.44, car
2022-10-06 07:36:19.99, 19, 2->3, 3.46, car
2022-10-06 07:36:22.82, 19, 4->2, 16.05, car
2022-10-06 07:36:25.52, 19, 4->2, 12.35, car
2022-10-06 07:36:30.31, 19, 2->3, 2.15, car
2022-10-06 07:37:39.84, 19, 4->2, 16.49, car
2022-10-06 07:37:41.81, 19, 2->3, 5.24, car
2022-10-06 07:37:42.41, 19, 4->2, 15.88, car
2022-10-06 07:37:44.34, 19, 2->3, 5.81, car
2022-10-06 07:37:45.28, 19, 4->2, 16.77, car
2022-10-06 07:37:47.91, 19, 4->2, 15.84, car
2022-10-06 07:37:47.98, 19, 2->3, 4.07, car
2022-10-06 07:37:51.41, 19, 2->3, 3.0, car
2022-10-06 07:38:33.88, 19, 0->1, 2.37, car
2022-10-06 07:38:34.78, 19, 0->1, 2.43, car
2022-10-06 07:38:35.54, 19, 0->1, 2.62, car
2022-10-06 07:38:36.41, 19, 0->1, 3.02, car
2022-10-06 07:38:36.51, 19, 0->1, 2.12, car
2022-10-06 07:38:36.71, 19, 4->2, 14.88, car
2022-10-06 07:38:37.94, 19, 0->1, 2.7, car
2022-10-06 07:38:38.21, 19, 0->1, 3.32, car
2022-10-06 07:38:39.08, 19, 2->3, 4.65, car
2022-10-06 07:38:39.61, 19, 0->1, 3.9, car
2022-10-06 07:38:39.64, 19, 0->1, 2.88, car
2022-10-06 07:38:40.18, 19, 0->1, 2.8, car
2022-10-06 07:38:40.28, 19, 4->2, 14.19, car
2022-10-06 07:38:41.31, 19, 0->1, 3.99, car
2022-10-06 07:38:42.21, 19, 0->1, 2.98, car
2022-10-06 07:38:42.61, 19, 2->3, 4.71, car
2022-10-06 07:38:42.68, 19, 0->1, 2.5, car
2022-10-06 07:38:42.94, 19, 0->1, 4.09, car
2022-10-06 07:38:44.74, 19, 0->1, 2.8, car
2022-10-06 07:38:44.88, 19, 4->2, 17.19, car
2022-10-06 07:38:45.08, 19, 0->1, 4.02, car
2022-10-06 07:38:45.61, 19, 0->1, 3.02, car
2022-10-06 07:38:46.21, 19, 0->1, 3.26, car
2022-10-06 07:38:46.81, 19, 2->3, 5.55, car
2022-10-06 07:38:47.38, 19, 0->1, 3.99, car
2022-10-06 07:38:47.41, 19, 0->1, 2.71, car
2022-10-06 07:38:47.71, 19, 0->1, 3.15, car
2022-10-06 07:38:48.41, 19, 4->2, 20.23, car
2022-10-06 07:38:49.04, 19, 0->1, 4.13, car
2022-10-06 07:38:49.58, 19, 0->1, 3.31, car
2022-10-06 07:38:50.01, 19, 0->1, 3.06, car
2022-10-06 07:38:50.58, 19, 2->3, 5.11, car
2022-10-06 07:38:51.88, 19, 0->1, 3.55, car
2022-10-06 07:38:52.61, 19, 4->2, 15.97, car
2022-10-06 07:38:53.31, 19, 0->1, 3.69, car
2022-10-06 07:38:53.94, 19, 0->1, 4.22, car
2022-10-06 07:38:54.48, 19, 0->1, 2.93, car
2022-10-06 07:38:54.68, 19, 2->3, 4.99, car
2022-10-06 07:38:55.28, 19, 0->1, 3.44, car
2022-10-06 07:38:55.48, 19, 0->1, 4.14, car
2022-10-06 07:38:56.28, 19, 0->1, 3.24, car
2022-10-06 07:38:57.04, 19, 0->1, 4.89, car
2022-10-06 07:38:57.51, 19, 0->1, 3.51, car
2022-10-06 07:38:58.74, 19, 0->1, 3.17, car
2022-10-06 07:38:59.68, 19, 0->1, 4.53, car
2022-10-06 07:39:00.74, 19, 0->1, 4.93, car
2022-10-06 07:39:01.01, 19, 0->1, 3.17, car
2022-10-06 07:39:02.41, 19, 0->1, 4.74, car
2022-10-06 07:39:02.78, 19, 0->1, 3.89, car
2022-10-06 07:39:03.01, 19, 4->2, 16.78, car
2022-10-06 07:39:03.18, 19, 0->1, 5.83, car
2022-10-06 07:39:05.74, 19, 2->3, 4.07, car
2022-10-06 07:39:06.11, 19, 4->2, 19.46, car
2022-10-06 07:39:07.74, 19, 0->1, 4.89, car
2022-10-06 07:39:08.21, 19, 0->1, 3.66, truck_s
2022-10-06 07:39:08.44, 19, 2->3, 4.75, car
2022-10-06 07:39:09.18, 19, 0->1, 4.48, car
2022-10-06 07:39:09.58, 19, 4->2, 15.06, car
2022-10-06 07:39:10.01, 19, 0->1, 2.89, car
2022-10-06 07:39:10.71, 19, 0->1, 3.25, car
2022-10-06 07:39:11.64, 19, 0->1, 3.76, car
2022-10-06 07:39:12.58, 19, 0->1, 4.16, car
2022-10-06 07:39:12.68, 19, 0->1, 3.29, car
2022-10-06 07:39:13.98, 19, 0->1, 3.75, car
2022-10-06 07:39:14.01, 19, 0->1, 4.6, car
2022-10-06 07:39:14.61, 19, 0->1, 3.89, car
2022-10-06 07:39:15.68, 19, 0->1, 4.39, car
2022-10-06 07:39:16.34, 19, 0->1, 3.66, car
2022-10-06 07:39:16.74, 19, 0->1, 4.89, car
2022-10-06 07:39:17.51, 19, 2->3, 1.38, car
2022-10-06 07:39:17.88, 19, 0->1, 3.14, car
2022-10-06 07:39:18.28, 19, 0->1, 4.3, car
2022-10-06 07:39:18.84, 19, 0->1, 3.97, car
2022-10-06 07:39:20.94, 19, 0->1, 4.03, car
2022-10-06 07:39:23.38, 19, 4->2, 19.59, car
2022-10-06 07:39:25.34, 19, 2->3, 5.29, car
2022-10-06 07:39:26.98, 19, 4->2, 19.35, car
2022-10-06 07:39:29.78, 19, 4->2, 16.63, car
2022-10-06 07:39:32.51, 19, 4->2, 16.86, car
2022-10-06 07:39:35.18, 19, 0->1, 5.55, bus_m
2022-10-06 07:39:38.64, 19, 4->2, 3.21, car
2022-10-06 07:39:46.00, 19, 4->2, 7.19, car
2022-10-06 07:39:49.17, 19, 2->3, 3.41, car
2022-10-06 07:39:54.77, 19, 4->2, 14.15, bus_m
2022-10-06 07:42:13.43, 19, 0->1, 0.31, truck_s
2022-10-06 07:42:13.56, 19, 0->1, 1.37, car
2022-10-06 07:42:15.50, 19, 0->1, 2.64, car
2022-10-06 07:42:15.70, 19, 0->1, 2.43, car
2022-10-06 07:42:17.96, 19, 4->2, 20.69, car
2022-10-06 07:42:18.16, 19, 0->1, 3.01, car
2022-10-06 07:42:19.16, 19, 0->1, 4.13, car
2022-10-06 07:42:19.46, 19, 0->1, 3.75, car
2022-10-06 07:42:19.90, 19, 2->3, 5.47, car
2022-10-06 07:42:21.30, 19, 0->1, 3.89, car
2022-10-06 07:42:21.66, 19, 0->1, 3.24, car
2022-10-06 07:42:21.83, 19, 0->1, 2.67, car
2022-10-06 07:42:23.30, 19, 0->1, 4.03, car
2022-10-06 07:42:23.36, 19, 0->1, 3.31, car
2022-10-06 07:42:25.50, 19, 0->1, 2.8, car
2022-10-06 07:42:28.36, 19, 0->1, 4.11, car
2022-10-06 07:42:29.83, 19, 0->1, 4.01, car
2022-10-06 07:42:32.43, 19, 0->1, 2.86, car
2022-10-06 07:42:33.03, 19, 0->1, 4.85, car
2022-10-06 07:42:33.16, 19, 0->1, 3.67, truck_s
2022-10-06 07:42:34.46, 19, 4->2, 18.42, car
2022-10-06 07:42:36.06, 19, 0->1, 2.51, car
2022-10-06 07:42:36.30, 19, 0->1, 4.65, car
2022-10-06 07:42:38.03, 19, 4->2, 12.3, car
2022-10-06 07:42:38.26, 19, 2->3, 2.83, car
2022-10-06 07:42:40.53, 19, 0->1, 4.47, car
2022-10-06 07:42:40.93, 19, 0->1, 3.37, car
2022-10-06 07:42:41.60, 19, 0->1, 2.37, car
2022-10-06 07:42:42.06, 19, 0->1, 4.86, car
2022-10-06 07:42:42.70, 19, 0->1, 3.64, car
2022-10-06 07:42:43.30, 19, 4->2, 4.47, car
2022-10-06 07:42:44.23, 19, 0->1, 2.18, car
2022-10-06 07:42:44.66, 19, 0->1, 4.25, car
2022-10-06 07:42:46.60, 19, 0->1, 4.19, car
2022-10-06 07:42:46.60, 19, 0->1, 3.74, car
2022-10-06 07:42:46.80, 19, 0->1, 2.31, car
2022-10-06 07:42:47.63, 19, 0->1, 3.74, car
2022-10-06 07:42:49.20, 19, 0->1, 3.41, car
2022-10-06 07:42:49.20, 19, 0->1, 2.19, car
2022-10-06 07:42:49.63, 19, 4->2, 4.34, car
2022-10-06 07:42:50.76, 19, 0->1, 3.76, car
2022-10-06 07:42:50.96, 19, 0->1, 4.5, car
2022-10-06 07:42:52.16, 19, 0->1, 2.71, car
2022-10-06 07:42:52.22, 19, 0->1, 4.12, car
2022-10-06 07:42:52.52, 19, 0->1, 3.62, car
2022-10-06 07:42:54.32, 19, 0->1, 3.87, car
2022-10-06 07:42:54.72, 19, 0->1, 3.78, car
2022-10-06 07:42:55.26, 19, 4->2, 6.07, bus_m
2022-10-06 07:42:55.29, 19, 0->1, 2.47, car
2022-10-06 07:42:57.62, 19, 0->1, 3.32, car
2022-10-06 07:42:58.52, 19, 0->1, 3.91, car
2022-10-06 07:42:59.09, 19, 0->1, 2.57, car
2022-10-06 07:43:07.22, 19, 4->2, 2.14, car
2022-10-06 07:43:07.62, 19, 2->3, 0.83, bus_m
2022-10-06 07:43:10.32, 19, 4->2, 11.33, truck_s
2022-10-06 07:43:10.32, 19, 2->3, 3.34, car
2022-10-06 07:43:12.76, 19, 4->2, 11.15, car
2022-10-06 07:43:13.26, 19, 2->3, 3.51, truck_s
2022-10-06 07:43:14.99, 19, 2->3, 4.98, car
2022-10-06 07:43:19.12, 19, 4->2, 17.61, car
2022-10-06 07:43:21.16, 19, 2->3, 5.13, car
2022-10-06 07:43:22.09, 19, 4->2, 17.36, truck_s
2022-10-06 07:43:24.29, 19, 4->2, 19.2, car
2022-10-06 07:43:28.86, 19, 4->2, 13.17, car
2022-10-06 07:43:31.92, 19, 2->3, 3.56, car
2022-10-06 07:43:32.92, 19, 4->2, 20.83, car
2022-10-06 07:43:36.12, 19, 4->2, 15.81, car
2022-10-06 07:43:38.72, 19, 4->2, 14.98, car
2022-10-06 07:43:39.06, 19, 2->3, 3.68, car
2022-10-06 07:43:42.49, 19, 2->3, 2.87, car
2022-10-06 07:45:53.79, 19, 0->1, 2.36, car
2022-10-06 07:45:55.79, 19, 0->1, 2.47, car
2022-10-06 07:45:58.85, 19, 0->1, 4.23, car
2022-10-06 07:45:58.99, 19, 4->2, 18.15, car
2022-10-06 07:45:59.75, 19, 0->1, 2.77, truck_m
2022-10-06 07:46:00.69, 19, 0->1, 4.63, car
2022-10-06 07:46:00.92, 19, 2->3, 5.44, car
2022-10-06 07:46:01.09, 19, 0->1, 2.86, car
2022-10-06 07:46:01.95, 19, 0->1, 3.29, car
2022-10-06 07:46:03.15, 19, 0->1, 3.37, car
2022-10-06 07:46:03.19, 19, 0->1, 4.64, car
2022-10-06 07:46:04.78, 19, 0->1, 3.56, car
2022-10-06 07:46:05.98, 19, 0->1, 3.63, car
2022-10-06 07:46:06.35, 19, 0->1, 4.31, car
2022-10-06 07:46:06.71, 19, 0->1, 4.12, car
2022-10-06 07:46:07.85, 19, 4->2, 19.81, truck_s
2022-10-06 07:46:07.98, 19, 0->1, 4.03, car
2022-10-06 07:46:08.61, 19, 0->1, 4.46, car
2022-10-06 07:46:09.81, 19, 0->1, 3.68, car
2022-10-06 07:46:10.31, 19, 4->2, 18.16, truck_s
2022-10-06 07:46:10.61, 19, 0->1, 4.27, car
2022-10-06 07:46:11.15, 19, 0->1, 3.39, car
2022-10-06 07:46:11.81, 19, 0->1, 4.07, car
2022-10-06 07:46:12.01, 19, 0->1, 4.95, car
2022-10-06 07:46:12.58, 19, 4->2, 18.43, car
2022-10-06 07:46:12.75, 19, 0->1, 4.01, car
2022-10-06 07:46:13.21, 19, 0->1, 4.99, car
2022-10-06 07:46:13.85, 19, 0->1, 4.35, car
2022-10-06 07:46:14.31, 19, 0->1, 3.98, car
2022-10-06 07:46:14.48, 19, 2->3, 5.64, car
2022-10-06 07:46:14.98, 19, 0->1, 5.54, car
2022-10-06 07:46:15.01, 19, 4->2, 19.75, car
2022-10-06 07:46:15.21, 19, 0->1, 3.95, car
2022-10-06 07:46:16.28, 19, 0->1, 3.86, car
2022-10-06 07:46:17.31, 19, 0->1, 4.14, car
2022-10-06 07:46:17.41, 19, 4->2, 16.11, car
2022-10-06 07:46:17.65, 19, 0->1, 5.61, car
2022-10-06 07:46:17.68, 19, 2->3, 3.95, car
2022-10-06 07:46:17.81, 19, 0->1, 3.65, car
2022-10-06 07:46:19.25, 19, 0->1, 4.49, car
2022-10-06 07:46:19.41, 19, 0->1, 5.02, car
2022-10-06 07:46:20.48, 19, 0->1, 4.29, car
2022-10-06 07:46:21.88, 19, 0->1, 4.92, car
2022-10-06 07:46:22.31, 19, 0->1, 3.97, car
2022-10-06 07:46:22.61, 19, 0->1, 5.13, car
2022-10-06 07:46:24.41, 19, 0->1, 4.85, car
2022-10-06 07:46:24.51, 19, 4->2, 2.74, car
2022-10-06 07:46:24.75, 19, 0->1, 4.28, truck_s
2022-10-06 07:46:25.45, 19, 0->1, 3.56, car
2022-10-06 07:46:29.51, 19, 0->1, 3.94, bus_m
2022-10-06 07:46:30.21, 19, 2->3, 0.85, car
2022-10-06 07:46:30.65, 19, 0->1, 4.11, car
2022-10-06 07:46:31.28, 19, 0->1, 3.72, truck_s
2022-10-06 07:46:33.48, 19, 0->1, 4.07, car
2022-10-06 07:46:33.61, 19, 0->1, 3.38, car
2022-10-06 07:46:34.75, 19, 0->1, 4.43, car
2022-10-06 07:46:34.98, 19, 2->3, 1.06, car
2022-10-06 07:46:35.11, 19, 4->2, 7.23, car
2022-10-06 07:46:37.51, 19, 0->1, 4.4, car
2022-10-06 07:46:38.58, 19, 2->3, 3.03, car
2022-10-06 07:46:40.31, 19, 0->1, 4.24, car
2022-10-06 07:46:41.28, 19, 4->3, 2.99, bus_m
2022-10-06 07:46:48.45, 19, 4->2, 15.01, car
2022-10-06 07:46:50.75, 19, 2->3, 4.71, car
2022-10-06 07:46:56.91, 19, 0->1, 6.24, bus_m
2022-10-06 07:47:05.58, 19, 4->2, 13.49, car
2022-10-06 07:47:12.91, 19, 4->2, 20.0, truck_s
2022-10-06 07:49:34.20, 19, 0->1, 2.12, car
2022-10-06 07:49:34.43, 19, 0->1, 2.55, car
2022-10-06 07:49:35.60, 19, 0->1, 3.66, car
2022-10-06 07:49:36.63, 19, 0->1, 1.96, car
2022-10-06 07:49:37.73, 19, 0->1, 2.99, car
2022-10-06 07:49:37.90, 19, 4->2, 19.44, car
2022-10-06 07:49:38.77, 19, 0->1, 3.15, car
2022-10-06 07:49:40.50, 19, 0->1, 3.09, car
2022-10-06 07:49:40.63, 19, 0->1, 3.69, car
2022-10-06 07:49:40.83, 19, 4->2, 23.46, car
2022-10-06 07:49:41.17, 19, 0->1, 2.66, car
2022-10-06 07:49:42.30, 19, 2->3, 7.24, car
2022-10-06 07:49:42.57, 19, 0->1, 3.3, car
2022-10-06 07:49:43.23, 19, 0->1, 2.55, car
2022-10-06 07:49:43.33, 19, 0->1, 3.78, car
2022-10-06 07:49:43.57, 19, 4->2, 18.63, car
2022-10-06 07:49:44.43, 19, 0->1, 3.46, car
2022-10-06 07:49:45.53, 19, 4->2, 24.78, car
2022-10-06 07:49:45.63, 19, 2->3, 5.41, car
2022-10-06 07:49:45.87, 19, 0->1, 2.89, car
2022-10-06 07:49:47.80, 19, 0->1, 2.94, car
2022-10-06 07:49:47.83, 19, 0->1, 3.48, car
2022-10-06 07:49:47.97, 19, 2->3, 4.3, car
2022-10-06 07:49:49.83, 19, 0->1, 3.54, car
2022-10-06 07:49:49.90, 19, 0->1, 3.2, car
2022-10-06 07:49:50.23, 19, 0->1, 2.69, car
2022-10-06 07:49:50.87, 19, 4->2, 20.87, car
2022-10-06 07:49:52.27, 19, 0->1, 3.72, car
2022-10-06 07:49:52.77, 19, 2->3, 5.46, car
2022-10-06 07:49:53.27, 19, 0->1, 2.7, car
2022-10-06 07:49:53.60, 19, 0->1, 3.91, car
2022-10-06 07:49:54.27, 19, 4->2, 18.11, truck_s
2022-10-06 07:49:55.93, 19, 0->1, 3.01, car
2022-10-06 07:49:58.43, 19, 0->1, 3.26, car
2022-10-06 07:49:58.60, 19, 0->1, 3.47, car
2022-10-06 07:49:59.87, 19, 0->1, 3.55, car
2022-10-06 07:50:00.07, 19, 4->2, 23.87, car
2022-10-06 07:50:00.67, 19, 0->1, 3.45, car
2022-10-06 07:50:00.83, 19, 0->1, 3.52, car
2022-10-06 07:50:02.10, 19, 2->3, 5.37, car
2022-10-06 07:50:02.33, 19, 0->1, 2.98, car
2022-10-06 07:50:04.20, 19, 0->1, 3.27, car
2022-10-06 07:50:04.77, 19, 0->1, 3.02, car
2022-10-06 07:50:05.60, 19, 4->2, 20.53, car
2022-10-06 07:50:05.77, 19, 0->1, 3.45, car
2022-10-06 07:50:06.87, 19, 0->1, 3.17, car
2022-10-06 07:50:07.33, 19, 0->1, 3.09, car
2022-10-06 07:50:08.43, 19, 0->1, 4.15, car
2022-10-06 07:50:08.63, 19, 4->2, 10.01, car
2022-10-06 07:50:09.50, 19, 0->1, 3.22, car
2022-10-06 07:50:10.70, 19, 0->1, 3.87, car
2022-10-06 07:50:12.73, 19, 0->1, 2.9, car
2022-10-06 07:50:14.40, 19, 0->1, 3.54, car
2022-10-06 07:50:15.03, 19, 0->1, 2.61, car
2022-10-06 07:50:15.80, 19, 2->3, 1.01, truck_s
2022-10-06 07:50:16.23, 19, 0->1, 3.51, car
2022-10-06 07:50:16.70, 19, 0->1, 3.25, car
2022-10-06 07:50:17.13, 19, 0->1, 2.42, car
2022-10-06 07:50:17.97, 19, 2->3, 1.12, car
2022-10-06 07:50:18.03, 19, 0->1, 3.52, car
2022-10-06 07:50:18.50, 19, 4->2, 15.92, car
2022-10-06 07:50:19.23, 19, 0->1, 2.46, car
2022-10-06 07:50:19.27, 19, 0->1, 3.7, car
2022-10-06 07:50:20.70, 19, 2->3, 4.96, car
2022-10-06 07:50:21.20, 19, 4->2, 15.45, car
2022-10-06 07:50:23.37, 19, 2->3, 5.12, car
2022-10-06 07:50:23.70, 19, 4->2, 19.1, car
2022-10-06 07:50:25.50, 19, 2->3, 6.29, car
2022-10-06 07:50:26.53, 19, 4->2, 21.67, car
2022-10-06 07:50:28.66, 19, 2->3, 5.49, car
2022-10-06 07:50:30.96, 19, 4->2, 18.08, car
2022-10-06 07:50:36.66, 19, 4->2, 11.27, car
2022-10-06 07:50:38.00, 19, 0->1, 2.56, bus_m
2022-10-06 07:50:39.73, 19, 2->3, 1.18, car
2022-10-06 07:50:42.70, 19, 0->1, 3.31, bus_m
2022-10-06 07:50:44.00, 19, 4->2, 10.23, car
2022-10-06 07:50:45.30, 19, 2->3, 1.23, car
2022-10-06 07:50:46.70, 19, 2->3, 4.02, car
2022-10-06 07:50:51.63, 19, 4->2, 17.39, bus_m
2022-10-06 07:50:54.93, 19, 4->2, 14.29, truck_m
2022-10-06 07:51:04.30, 19, 4->2, 4.63, car
2022-10-06 07:51:08.03, 19, 2->3, 2.88, car
2022-10-06 07:51:10.06, 19, 4->2, 15.94, car
2022-10-06 07:51:15.50, 19, 2->3, 1.99, car
2022-10-06 07:53:14.36, 19, 0->1, 1.97, car
2022-10-06 07:53:16.16, 19, 0->1, 2.12, car
2022-10-06 07:53:17.12, 19, 0->1, 2.58, car
2022-10-06 07:53:17.96, 19, 0->1, 2.56, car
