2022-10-06 07:29:14.86, 27, 1->0, 39.97, car
2022-10-06 07:30:13.20, 27, 1->0, 31.67, car
2022-10-06 07:30:16.73, 27, 1->0, 36.52, car
2022-10-06 07:30:51.66, 27, 1->0, 29.88, car
2022-10-06 07:30:56.20, 27, 1->0, 33.03, car
2022-10-06 07:31:56.59, 27, 1->0, 38.96, car
2022-10-06 07:32:07.12, 27, 1->0, 31.53, car
2022-10-06 07:32:17.99, 27, 1->0, 27.78, car
2022-10-06 07:32:32.86, 27, 1->0, 35.32, car
2022-10-06 07:33:42.95, 27, 1->0, 31.52, truck_s
2022-10-06 07:33:50.35, 27, 1->0, 32.0, car
2022-10-06 07:34:20.82, 27, 1->0, 45.0, car
2022-10-06 07:35:22.81, 27, 1->0, 28.11, car
2022-10-06 07:35:25.94, 27, 1->0, 25.76, car
2022-10-06 07:35:32.14, 27, 1->0, 41.02, car
2022-10-06 07:36:15.68, 27, 1->0, 19.53, car
2022-10-06 07:36:24.48, 27, 1->0, 31.1, car
2022-10-06 07:36:44.40, 27, 1->0, 31.82, car
2022-10-06 07:36:46.87, 27, 1->0, 31.68, car
2022-10-06 07:37:12.47, 27, 1->0, 35.71, truck_s
2022-10-06 07:37:16.20, 27, 1->0, 65.49, car
2022-10-06 07:37:34.47, 27, 1->0, 23.56, car
2022-10-06 07:38:06.53, 27, 1->0, 35.37, car
2022-10-06 07:38:08.60, 27, 1->0, 32.98, car
2022-10-06 07:38:35.00, 27, 1->0, 22.4, car
2022-10-06 07:38:49.16, 27, 1->0, 26.44, car
2022-10-06 07:38:51.29, 27, 1->0, 26.08, car
2022-10-06 07:39:06.23, 27, 1->0, 39.13, car
2022-10-06 07:39:10.16, 27, 1->0, 56.46, car
2022-10-06 07:39:30.16, 27, 1->0, 27.87, car
2022-10-06 07:39:55.89, 27, 1->0, 32.55, car
2022-10-06 07:41:36.62, 27, 1->0, 26.34, car
2022-10-06 07:41:39.15, 27, 1->0, 30.85, car
2022-10-06 07:41:41.89, 27, 1->0, 24.29, car
2022-10-06 07:41:51.22, 27, 1->0, 33.89, car
2022-10-06 07:42:23.35, 27, 1->0, 44.78, car
2022-10-06 07:43:05.01, 27, 1->0, 26.1, car
2022-10-06 07:44:11.61, 27, 1->0, 40.95, car
2022-10-06 07:44:33.24, 27, 1->0, 48.44, car
2022-10-06 07:45:09.97, 27, 1->0, 33.3, car
2022-10-06 07:45:15.37, 27, 1->0, 34.21, car
2022-10-06 07:45:16.84, 27, 1->0, 41.16, car
2022-10-06 07:45:28.37, 27, 1->0, 46.16, car
2022-10-06 07:45:35.91, 27, 1->0, 46.51, car
2022-10-06 07:46:23.23, 27, 1->0, 30.27, car
2022-10-06 07:46:30.30, 27, 1->0, 21.01, car
2022-10-06 07:47:02.77, 27, 1->0, 37.44, car
2022-10-06 07:47:40.50, 27, 1->0, 25.81, car
2022-10-06 07:47:56.43, 27, 1->0, 26.29, car
2022-10-06 07:48:28.56, 27, 1->0, 36.6, car
2022-10-06 07:48:31.83, 27, 1->0, 40.18, car
2022-10-06 07:48:44.09, 27, 1->0, 30.9, car
2022-10-06 07:48:46.76, 27, 1->0, 48.51, car
2022-10-06 07:48:50.23, 27, 1->0, 28.3, car
2022-10-06 07:48:58.16, 27, 1->0, 39.12, car
2022-10-06 07:49:14.43, 27, 1->0, 30.27, car
2022-10-06 07:49:40.03, 27, 1->0, 36.04, car
2022-10-06 07:49:56.38, 27, 1->0, 47.55, car
2022-10-06 07:50:10.65, 27, 1->0, 28.62, car
2022-10-06 07:50:22.38, 27, 1->0, 40.69, car
2022-10-06 07:50:56.05, 27, 1->0, 27.58, car
2022-10-06 07:51:04.25, 27, 1->0, 30.9, car
2022-10-06 07:51:30.38, 27, 1->0, 37.28, car
2022-10-06 07:52:20.18, 27, 1->0, 22.58, car
2022-10-06 07:52:23.71, 27, 1->0, 18.56, car
2022-10-06 07:52:28.44, 27, 1->0, 16.67, car
2022-10-06 07:52:53.44, 27, 1->0, 40.29, car
2022-10-06 07:53:31.51, 27, 1->0, 23.0, car
2022-10-06 07:55:58.20, 27, 1->0, 37.09, car
2022-10-06 07:56:02.66, 27, 1->0, 24.66, car
2022-10-06 07:56:11.13, 27, 1->0, 33.86, car
2022-10-06 07:56:21.73, 27, 1->0, 35.63, car
2022-10-06 07:56:23.46, 27, 1->0, 39.58, car
2022-10-06 07:56:38.06, 27, 1->0, 32.84, car
2022-10-06 07:56:41.66, 27, 1->0, 31.02, car
2022-10-06 07:56:47.86, 27, 1->0, 39.94, car
2022-10-06 07:57:09.40, 27, 1->0, 18.4, car
2022-10-06 07:57:14.52, 27, 1->0, 26.71, car
2022-10-06 07:57:28.92, 27, 1->0, 46.03, truck_s
2022-10-06 07:57:34.39, 27, 1->0, 35.1, car
2022-10-06 07:57:47.06, 27, 1->0, 34.57, car
2022-10-06 07:58:28.52, 27, 1->0, 37.69, car
2022-10-06 07:59:58.52, 27, 1->0, 16.77, car
2022-10-06 08:01:40.67, 27, 1->0, 22.35, car
2022-10-06 08:01:48.34, 27, 1->0, 18.86, car
2022-10-06 08:02:30.47, 27, 1->0, 34.58, car
2022-10-06 08:03:18.27, 27, 1->0, 47.7, car
2022-10-06 08:03:34.14, 27, 1->0, 39.74, car
2022-10-06 08:04:12.94, 27, 1->0, 30.81, car
2022-10-06 08:04:15.80, 27, 1->0, 39.72, car
2022-10-06 08:04:44.67, 27, 1->0, 31.52, car
2022-10-06 08:04:47.34, 27, 1->0, 29.89, car
2022-10-06 08:04:54.99, 27, 1->0, 36.5, car
2022-10-06 08:05:22.66, 27, 1->0, 45.36, car
2022-10-06 08:06:19.53, 27, 1->0, 39.67, car
2022-10-06 08:06:32.93, 27, 1->0, 31.5, car
2022-10-06 08:07:28.09, 27, 1->0, 28.34, truck_s
2022-10-06 08:08:54.81, 27, 1->0, 37.32, car
2022-10-06 08:09:34.55, 27, 1->0, 22.21, car
2022-10-06 08:09:45.35, 27, 1->0, 37.72, car
2022-10-06 08:10:51.07, 27, 1->0, 32.15, car
2022-10-06 08:11:00.41, 27, 1->0, 18.22, car
2022-10-06 08:11:49.34, 27, 1->0, 25.69, car
2022-10-06 08:12:39.16, 27, 1->0, 29.91, car
2022-10-06 08:12:41.56, 27, 1->0, 35.51, car
2022-10-06 08:13:22.56, 27, 1->0, 24.47, car
2022-10-06 08:14:21.09, 27, 1->0, 41.15, car
2022-10-06 08:14:27.76, 27, 1->0, 34.48, car
2022-10-06 08:14:39.69, 27, 1->0, 20.78, truck_m
2022-10-06 08:14:43.89, 27, 1->0, 28.16, car
2022-10-06 08:15:13.29, 27, 1->0, 24.55, car
2022-10-06 08:15:16.02, 27, 1->0, 25.0, truck_s
2022-10-06 08:15:48.76, 27, 1->0, 18.44, car
2022-10-06 08:16:37.28, 27, 1->0, 11.98, car
2022-10-06 08:17:26.82, 27, 1->0, 30.99, car
2022-10-06 08:17:30.08, 27, 1->0, 35.14, car
2022-10-06 08:17:33.22, 27, 1->0, 40.92, car
2022-10-06 08:17:37.88, 27, 1->0, 46.33, car
2022-10-06 08:17:48.82, 27, 1->0, 28.62, car
2022-10-06 08:18:27.44, 27, 1->0, 27.71, car
2022-10-06 08:19:10.11, 27, 1->0, 36.36, car
2022-10-06 08:20:37.57, 27, 1->0, 21.5, car
2022-10-06 08:21:12.70, 27, 1->0, 47.5, car
2022-10-06 08:21:30.30, 27, 1->0, 27.79, car
2022-10-06 08:21:33.24, 27, 1->0, 32.9, car
2022-10-06 08:21:35.97, 27, 1->0, 25.53, car
2022-10-06 08:21:42.37, 27, 1->0, 28.73, truck_s
2022-10-06 08:22:16.50, 27, 1->0, 19.39, car
2022-10-06 08:22:19.03, 27, 1->0, 23.73, car
2022-10-06 08:22:28.50, 27, 1->0, 21.07, car
2022-10-06 08:23:21.10, 27, 1->0, 32.81, truck_s
2022-10-06 08:24:04.32, 27, 1->0, 22.89, car
2022-10-06 08:24:07.72, 27, 1->0, 28.24, car
2022-10-06 08:25:02.79, 27, 1->0, 33.78, car
2022-10-06 08:25:05.06, 27, 1->0, 40.72, car
2022-10-06 08:25:19.32, 27, 1->0, 32.28, car
2022-10-06 08:25:35.38, 27, 1->0, 48.35, car
2022-10-06 08:26:59.52, 27, 1->0, 19.62, car
2022-10-06 08:27:08.58, 27, 1->0, 20.19, car
2022-10-06 08:27:22.52, 27, 1->0, 29.7, car
2022-10-06 08:27:28.17, 27, 1->0, 36.33, car
2022-10-06 08:28:36.84, 27, 1->0, 35.96, car
2022-10-06 08:28:59.64, 27, 1->0, 37.0, truck_s
2022-10-06 08:29:22.57, 27, 1->0, 24.01, car
2022-10-06 08:29:56.80, 27, 1->0, 16.81, car
2022-10-06 08:30:00.80, 27, 1->0, 18.45, car
2022-10-06 08:30:55.80, 27, 1->0, 22.28, car
2022-10-06 08:30:58.00, 27, 1->0, 35.11, car
2022-10-06 08:31:00.53, 27, 1->0, 48.25, car
2022-10-06 08:31:09.13, 27, 1->0, 47.95, car
2022-10-06 08:31:15.53, 27, 1->0, 36.06, car
2022-10-06 08:31:25.33, 27, 1->0, 46.13, car
2022-10-06 08:31:35.73, 27, 1->0, 34.23, car
2022-10-06 08:31:50.53, 27, 1->0, 26.17, car
2022-10-06 08:32:10.86, 27, 1->0, 37.62, car
2022-10-06 08:32:16.06, 27, 1->0, 36.62, car
2022-10-06 08:32:40.79, 27, 1->0, 37.48, car
2022-10-06 08:33:08.32, 27, 1->0, 27.45, car
2022-10-06 08:33:11.79, 27, 1->0, 28.15, car
2022-10-06 08:34:04.99, 27, 1->0, 48.55, car
2022-10-06 08:34:37.39, 27, 1->0, 12.64, bus_s
2022-10-06 08:34:42.72, 27, 1->0, 18.2, car
2022-10-06 08:34:48.45, 27, 1->0, 39.42, car
2022-10-06 08:34:59.05, 27, 1->0, 31.44, bus_s
2022-10-06 08:35:11.08, 27, 1->0, 36.8, car
2022-10-06 08:35:26.28, 27, 1->0, 41.06, car
2022-10-06 08:36:02.35, 27, 1->0, 32.01, car
2022-10-06 08:36:06.75, 27, 1->0, 38.95, car
2022-10-06 08:36:21.28, 27, 1->0, 37.67, car
2022-10-06 08:36:24.08, 27, 1->0, 34.79, car
2022-10-06 08:36:48.27, 27, 1->0, 33.38, car
2022-10-06 08:37:55.94, 27, 1->0, 32.03, car
2022-10-06 08:38:22.54, 27, 1->0, 21.7, car
2022-10-06 08:39:00.60, 27, 1->0, 29.62, car
