2022-10-12 07:29:44.87, 22, 0->1, 82.03, car
2022-10-12 07:29:46.81, 22, 0->1, 64.18, car
2022-10-12 07:29:49.01, 22, 0->1, 63.99, car
2022-10-12 07:29:56.61, 22, 0->1, 53.38, car
2022-10-12 07:30:00.41, 22, 0->1, 47.24, car
2022-10-12 07:30:02.67, 22, 0->1, 51.92, car
2022-10-12 07:30:11.21, 22, 0->1, 47.89, car
2022-10-12 07:30:15.27, 22, 0->1, 51.89, car
2022-10-12 07:30:33.20, 22, 0->1, 46.3, car
2022-10-12 07:30:36.27, 22, 0->1, 44.23, bus_m
2022-10-12 07:31:02.53, 22, 0->1, 38.94, bus_m
2022-10-12 07:31:36.47, 22, 0->1, 14.32, car
2022-10-12 07:31:43.07, 22, 0->1, 14.79, car
2022-10-12 07:31:45.53, 22, 0->1, 28.24, car
2022-10-12 07:31:47.93, 22, 0->1, 34.42, car
2022-10-12 07:31:50.00, 22, 0->1, 55.19, car
2022-10-12 07:31:52.33, 22, 0->1, 47.45, car
2022-10-12 07:31:54.53, 22, 0->1, 45.11, car
2022-10-12 07:31:57.40, 22, 0->1, 47.9, car
2022-10-12 07:32:00.60, 22, 0->1, 35.68, car
2022-10-12 07:32:05.40, 22, 0->1, 36.52, car
2022-10-12 07:32:08.20, 22, 0->1, 39.06, bus_m
2022-10-12 07:32:11.27, 22, 0->1, 53.31, car
2022-10-12 07:32:14.47, 22, 0->1, 44.54, car
2022-10-12 07:32:17.27, 22, 0->1, 37.08, car
2022-10-12 07:32:18.93, 22, 0->1, 40.13, car
2022-10-12 07:32:20.87, 22, 0->1, 36.77, car
2022-10-12 07:32:23.00, 22, 0->1, 44.42, car
2022-10-12 07:32:27.80, 22, 0->1, 65.41, truck_s
2022-10-12 07:32:38.66, 22, 0->1, 30.49, bus_m
2022-10-12 07:32:44.73, 22, 0->1, 16.01, car
2022-10-12 07:33:00.06, 22, 0->1, 13.32, car
2022-10-12 07:33:05.06, 22, 0->1, 44.46, car
2022-10-12 07:33:07.99, 22, 0->1, 48.37, car
2022-10-12 07:33:10.13, 22, 0->1, 48.3, bus_m
2022-10-12 07:33:13.59, 22, 0->1, 48.03, car
2022-10-12 07:33:16.39, 22, 0->1, 45.95, bus_m
2022-10-12 07:33:18.99, 22, 0->1, 53.56, car
2022-10-12 07:33:23.13, 22, 0->1, 38.65, car
2022-10-12 07:33:25.46, 22, 0->1, 44.92, car
2022-10-12 07:33:29.93, 22, 0->1, 39.04, bus_m
2022-10-12 07:33:33.26, 22, 0->1, 48.03, truck_s
2022-10-12 07:33:40.13, 22, 0->1, 28.04, car
2022-10-12 07:33:42.13, 22, 0->1, 31.14, car
2022-10-12 07:33:45.53, 22, 0->1, 30.11, car
2022-10-12 07:34:28.33, 22, 0->1, 28.43, bus_m
2022-10-12 07:34:33.15, 22, 0->1, 33.5, car
2022-10-12 07:34:42.28, 22, 0->1, 3.76, car
2022-10-12 07:34:44.68, 22, 0->1, 35.71, car
2022-10-12 07:35:22.28, 22, 0->1, 56.08, car
2022-10-12 07:35:31.28, 22, 0->1, 33.82, bus_m
2022-10-12 07:35:45.81, 22, 0->1, 3.66, car
2022-10-12 07:35:51.75, 22, 0->1, 17.07, car
2022-10-12 07:35:56.28, 22, 0->1, 38.79, car
2022-10-12 07:35:59.35, 22, 0->1, 48.47, car
2022-10-12 07:36:03.08, 22, 0->1, 39.95, car
2022-10-12 07:36:05.81, 22, 0->1, 45.75, car
